Index	FileName	ScanNum	FeatureIndex	TargetDecoyType	RetentionTime	MassCountInSpec	AverageMass	MonoisotopicMass	SumIntensity	MinCharge	MaxCharge	PeakCount	PrecursorScanNum	PrecursorFeatureIndex	PrecursorMz	PrecursorIntensity	PrecursorCharge	PrecursorSNR	PrecursorMonoisotopicMass	PrecursorQscore	PrecursorQscore2D	PrecursorQvalue	IsotopeCosine	ChargeCosine	ChargeScore	MassSNR	ChargeSNR	AveragePPMError	RepresentativeCharge	RepresentativeMzStart	RepresentativeMzEnd	Qscore	Qscore2D	Qvalue	
1	../workspaces-FLASHApp/demo_antibody/flashdeconv/input-files/mzML-files/example_spectrum_antibody.mzML	1	nan	0	0.008309	1117	466.470664	466.204915	1022.45	1	1	6	0	nan	4250.000000	0	0	nan	nan	nan	nan	nan	0.998268	0.998268	1	5.94686	5.94686	0.480351	1	467.211037	468.216144	0.951820	0.951820	0
2	../workspaces-FLASHApp/demo_antibody/flashdeconv/input-files/mzML-files/example_spectrum_antibody.mzML	1	nan	0	0.008309	1117	514.528842	514.239614	2784.69	1	1	9	0	nan	4250.000000	0	0	nan	nan	nan	nan	nan	0.999604	0.999604	1	5.19548	5.19548	0.743435	1	515.245406	517.253827	0.949873	0.949873	0
3	../workspaces-FLASHApp/demo_antibody/flashdeconv/input-files/mzML-files/example_spectrum_antibody.mzML	1	nan	0	0.008309	1117	568.645327	568.322968	3755.28	1	1	8	0	nan	4250.000000	0	0	nan	nan	nan	nan	nan	0.98861	0.98861	1	5.09509	5.09509	0.371674	1	569.328761	571.336288	0.941337	0.941337	0
4	../workspaces-FLASHApp/demo_antibody/flashdeconv/input-files/mzML-files/example_spectrum_antibody.mzML	1	nan	0	0.008309	1117	585.672436	585.350077	2150.85	1	1	9	0	nan	4250.000000	0	0	nan	nan	nan	nan	nan	1.00114	1.00114	1	5.19298	5.19298	0.610287	1	586.355537	588.364174	0.952502	0.952502	0
5	../workspaces-FLASHApp/demo_antibody/flashdeconv/input-files/mzML-files/example_spectrum_antibody.mzML	1	nan	0	0.008309	1117	607.684700	607.331343	2752.37	1	1	9	0	nan	4250.000000	0	0	nan	nan	nan	nan	nan	0.998972	0.998972	1	5.49633	5.49633	0.376339	1	608.336659	610.344952	0.952787	0.952787	0
6	../workspaces-FLASHApp/demo_antibody/flashdeconv/input-files/mzML-files/example_spectrum_antibody.mzML	1	nan	0	0.008309	1117	629.721407	629.354137	2433.06	1	1	8	0	nan	4250.000000	0	0	nan	nan	nan	nan	nan	0.992301	0.992301	1	5.32103	5.32103	0.356966	1	630.359562	632.368606	0.945972	0.945972	0
7	../workspaces-FLASHApp/demo_antibody/flashdeconv/input-files/mzML-files/example_spectrum_antibody.mzML	1	nan	0	0.008309	1117	643.663440	643.282082	2923.16	1	1	8	0	nan	4250.000000	0	0	nan	nan	nan	nan	nan	0.996386	0.996386	1	5.0642	5.0642	0.471536	1	644.287568	646.295425	0.948820	0.948820	0
8	../workspaces-FLASHApp/demo_antibody/flashdeconv/input-files/mzML-files/example_spectrum_antibody.mzML	1	nan	0	0.008309	1117	697.772120	697.365123	1612.85	1	1	8	0	nan	4250.000000	0	0	nan	nan	nan	nan	nan	0.988423	0.988423	1	4.43215	4.43215	0.195697	1	698.370166	700.379068	0.941705	0.941705	0
9	../workspaces-FLASHApp/demo_antibody/flashdeconv/input-files/mzML-files/example_spectrum_antibody.mzML	1	nan	0	0.008309	1117	714.812887	714.391961	3119.81	1	1	9	0	nan	4250.000000	0	0	nan	nan	nan	nan	nan	0.987782	0.987782	1	3.01783	3.01783	0.874048	1	715.396916	718.405890	0.930057	0.930057	0.0120065
10	../workspaces-FLASHApp/demo_antibody/flashdeconv/input-files/mzML-files/example_spectrum_antibody.mzML	1	nan	0	0.008309	1117	716.806867	716.385941	1233.27	1	1	8	0	nan	4250.000000	0	0	nan	nan	nan	nan	nan	0.992971	0.992971	1	5.14033	5.14033	0.0731403	1	717.390920	719.400136	0.948991	0.948991	0
