FeatureIndex	FileName	MSLevel	IsDecoy	MonoisotopicMass	AverageMass	MassCount	StartRetentionTime	EndRetentionTime	RetentionTimeDuration	ApexRetentionTime	SumIntensity	MaxIntensity	FeatureQuantity	MinCharge	MaxCharge	ChargeCount	IsotopeCosineScore	Qscore2D	PerChargeIntensity	PerIsotopeIntensity
331	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	6560.408473	6564.424549	3	69.9263	70.4412	30.899	70.3767	126134	59406.6	1.44681e+06	6	10	5	0.912764	0.639432869344998	14939.9;45774.1;34873.1;27016.6;3530.84	3135.83;0;4433.63;25181.8;26077.4;24972.7;16739.2;11066.1;8328.9;2990.07;6344.64
332	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5310.695475	5313.988959	3	69.3469	70.5698	73.3767	70.5698	112022	58420.2	2.85024e+06	4	8	5	0.869889	0.661339084854048	12142.1;7653.7;55824.3;28783.7;7618.63	3006.93;0;18612.5;18401.3;22900.2;28140.1;12473.8;3840.77;7653.7
333	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	2719.531885	2721.212687	2	65.2283	66.4541	73.5526	65.2283	77226.9	58199.4	2.84012e+06	3	3	1	0.857769	0.636193988534645	77226.9	0;29689.1;22016.6;25521.3
334	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5873.440741	5877.075989	2	69.4113	70.5698	69.508	69.4113	86456.1	57278.5	3.0047e+06	6	9	4	0.858363	0.457509921358739	12538;30950.2;30339.5;12628.4	0;0;9702.33;13009.7;17172.3;18689;19804.2;3885.45;4193.15
335	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4781.480311	4784.468529	2	69.3469	70.5698	73.3767	69.3469	100704	56500.9	3.69467e+06	4	6	3	0.900292	0.291480463132765	43664.3;40391.6;16648.2	0;9804.13;13469.9;17882.4;25734;13148;5756.36;3427.63;6347.82;5133.75
336	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5811.275845	5814.871076	2	70.0548	70.6986	38.6279	70.6986	91132.7	55597.1	1.76013e+06	5	7	3	0.864391	0.399077429474265	8492.11;12992.7;69647.9	0;4870.6;7610.27;13158.2;21386;26659.6;9182.76;5224.9;0;0;3040.45
337	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4503.675458	4506.487573	2	66.647	66.8403	11.6005	66.8403	84600.6	55141.3	490705	5	6	2	0.851967	0.606191525837781	67537.2;17063.4	0;0;29627;17538.5;21187.1;16248
338	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	3175.723968	3177.679207	2	70.8269	71.2769	26.9958	70.8269	98620.7	54868.4	1.33117e+06	3	4	2	0.877922	0.461553008972278	17956.1;80664.6	0;18703.6;23492.1;22761.3;14749.6;6396.09;6734.54;0;5783.47
339	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	6080.261618	6084.011657	2	67.868	68.3178	26.9875	68.3178	74317.3	54557	1.00282e+06	7	9	3	0.912858	0.645350704727128	27675.5;33972.6;12669.2	0;0;6344.92;17417.3;17728.5;10846.2;10972;6277.18;0;4731.23
340	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	7592.389547	7597.137550	2	67.9324	68.9614	61.7425	68.9614	74896.7	54020.7	2.31215e+06	7	9	3	0.855944	0.303321029555608	5021.9;36922.9;32951.9	0;0;0;4393.38;21078.8;11924.8;14179.6;5021.9;4713.96;4314.32;5572.45;0;3697.47
341	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	7037.470857	7041.865070	2	66.647	67.4183	46.2765	67.4183	95734.4	53499.5	2.21513e+06	6	7	2	0.862378	0.411274753313702	73208.8;22525.6	0;0;6649.67;7011.84;22780.2;16179.8;21324;14967.1;0;0;0;0;6821.82
342	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	6598.545491	6602.589031	2	70.6342	71.6629	61.7191	70.6342	96612	52440.7	2.9814e+06	8	10	3	0.850987	0.427513787907925	27191.6;54714.8;14705.5	2465.39;0;3359.21;11982.9;20894.5;15700.4;16836.5;4514.95;8587.78;5878.67;0;8857.12
343	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	6554.063936	6558.080012	2	70.119	70.9555	50.1866	70.119	79364.8	52206.7	1.99153e+06	7	9	3	0.866302	0.394904143375155	17734.8;34471.8;27158.1	0;0;7969.02;13713.3;13268.9;15811.2;19679.9;0;0;0;4230.61;4691.92
344	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4752.318607	4755.292474	2	68.7042	69.8618	69.459	69.8618	75859.6	51949.9	2.63457e+06	4	7	4	0.922166	0.461022664666354	23909.8;16565.6;24612.9;10771.4	5084.47;9834.15;10156.1;16590.8;22175;10356.5;6747.05
345	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	7826.114880	7830.991882	2	66.1331	66.4541	19.2656	66.4541	102256	51745	985014	8	9	2	0.904883	0.404880422160661	27496.1;74760.4	0;0;5628.11;5043.56;23015.5;17820.9;18704.3;9550.62;6497.39;5002.1;10993.9
346	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	3161.203360	3163.146710	2	70.8912	71.2769	23.1418	70.8912	77809.9	51181.8	900333	3	4	2	0.877285	0.702195427274256	51230.5;26579.4	0;17055.8;31958.8;23507.1;5288.18
347	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5734.981317	5738.536455	2	70.8912	71.341	26.991	70.8912	70518.7	50235.1	951686	6	8	3	0.854256	0.385966265911634	32441;15572.1;22505.6	4736.32;0;4291.65;17435.7;18682.4;15635.5;14473.6
348	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	6559.577010	6563.593086	2	69.4757	70.5698	65.6493	69.4757	88997	49938.6	2.92129e+06	7	9	3	0.86235	0.438765751723217	49938.6;24599;14459.3	4841.65;0;5827.86;11143.7;19367.5;12159;17542.9;8404.2;0;7281.88;7270.01
349	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	6433.161944	6437.113269	3	69.3469	70.1835	50.1985	70.1835	104445	49681.7	1.66019e+06	6	10	3	0.918047	0.669486672086583	49681.7;0;0;33221.3;21541.9	3213.95;3237.57;7197.32;16890.5;29479.6;23746.1;16682.3;5550.9;0;0;1660.59
350	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4951.390789	4954.481928	2	68.8328	69.1542	19.2887	68.8328	66117.5	48602.1	637659	5	7	3	0.8705	0.435250039801614	16914.3;33056.1;16147.1	2325.93;5500.4;6192.43;17128.1;9496.19;15896.9;7449.25;4454.25
351	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	3664.593752	3666.831106	2	70.4412	71.4053	57.8437	70.4412	76133.4	48432.4	2.20192e+06	4	5	2	0.873726	0.497885244112991	58959.4;17174	0;9470.83;24344.8;20026.4;15013.8;0;0;7277.49
352	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	6788.539585	6792.805738	2	70.2479	71.4699	73.3214	70.2479	84071	48157.4	3.0821e+06	7	7	1	0.919194	0.763636637843512	84071	0;0;4754.01;12421.8;18854.7;18434.2;14527.3;8837.33;0;6241.69
353	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4683.161902	4686.095585	2	68.5757	69.3469	46.2697	69.3469	65897.4	47976.2	1.52452e+06	4	6	2	0.871721	0.605920253501541	47976.2;0;17921.1	0;0;15891.4;19107.5;18853.4;5278.91;6766.11
354	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4693.329276	4696.277341	2	68.9614	69.669	42.4549	69.669	91366.2	47587.3	1.93947e+06	5	7	3	0.879465	0.350336746324672	43778.9;30520.3;17067.1	0;7570.64;10939.3;17076.8;18739.8;14332.2;8625.9;2961.35;3441.67;0;7678.64
355	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4932.808862	4935.886175	2	68.7042	69.669	57.8886	69.669	72916	47525.8	2.1105e+06	4	6	3	0.851191	0.393761783736738	7620.35;39587.2;25708.5	0;7171.45;7039.25;10957.5;20382;14761.3;7606.63;4997.79
356	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4293.022267	4295.721365	3	65.5738	66.9045	79.8428	66.7114	121737	47521.2	3.48216e+06	4	5	2	0.853584	0.446763923833609	86341.6;35395.8	0;0;40172.5;31622.7;31404.8;12323.9;0;6213.38
357	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5612.847980	5616.341947	2	71.0197	71.2769	15.4302	71.0197	70288.6	47479.7	542283	7	8	2	0.878765	0.518353601150857	33974.3;36314.3	0;0;9414.03;22811.2;10617.5;10084.8;11574.7;0;5786.36
358	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5821.525187	5825.132273	2	69.0257	70.1835	69.467	69.0257	93101.3	47416.5	3.23373e+06	5	7	3	0.885756	0.340232266089829	7622.28;45909.2;39569.8	0;0;17529.1;15719.7;19894.5;9002.62;16363.2;0;0;7622.28;3294.04;3675.96
359	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	6253.863879	6257.713871	3	67.868	69.4113	92.6021	69.4113	105416	47412.3	3.029e+06	6	9	4	0.895127	0.406385633679613	7919.91;31906.8;30280.7;35308.3	0;8793.84;3387.46;17018.7;28966.3;23259;12287.8;11702.5
360	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5659.521483	5663.027357	2	69.3469	70.1835	50.1985	69.3469	83701.4	46860.6	2.10084e+06	5	7	3	0.858885	0.632609430376057	12024.9;22108.4;49568.1	0;0;8168.11;15261.5;21966.1;13917.6;4375.99;12176.9;4349.3;0;3485.88
361	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4502.858610	4505.670725	3	66.647	68.0607	84.8203	66.647	105129	46730.4	2.56797e+06	4	7	4	0.850652	0.438728508207649	23483.2;65292.1;8921.62;7432.36	0;5534.58;21515.8;29372.5;31870.3;0;12184;0;4652.05
362	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4202.658406	4205.304306	3	67.9965	69.5401	92.6144	67.9965	93957.5	46045.8	2.78193e+06	3	6	3	0.871564	0.483666686514242	34281.7;46045.8;0;13630	2759.37;6299.69;20723.7;33456.3;23655.3;3406.7;0;6415.81
363	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	6425.975009	6429.926334	2	68.0607	69.1542	65.6142	68.0607	72165.3	45563.3	2.36753e+06	8	10	3	0.883396	0.578364524880657	13433.5;25702.5;33029.3	0;2144.64;7699.4;5117.86;16065.8;14680;11127.2;8630.53;2854.1;0;0;3845.77
364	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4145.271731	4147.891751	2	67.0974	67.7394	38.5204	67.0974	58303.9	44999.9	1.12294e+06	4	6	3	0.888144	0.361837077339536	14849.7;14125.5;29328.8	4678.54;3875.39;11285.9;17713.7;10886.8;7390.56;0;0;2929.27;4222.3
365	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	3539.182781	3541.353102	2	66.5184	66.9688	27.0237	66.5184	89140.1	44671.1	1.20445e+06	4	5	2	0.862381	0.441152912028981	55441.2;33698.9	3303.65;12162.2;17473;29612.5;16624.3;5779.4;7488.81
366	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	6597.039386	6601.082926	3	70.1835	71.0197	50.1715	70.6986	94208.8	44422	1.73115e+06	7	9	3	0.876917	0.393456994762729	8396.79;53155.2;32656.8	0;4617.27;4160.91;12727.3;21448.9;23880.6;16821.7;0;10552.1
367	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5675.885399	5679.403174	2	69.9905	70.3767	23.1711	69.9905	62555.3	44356.4	724738	6	9	3	0.857439	0.422272537304268	18198.9;0;28614.8;15741.5	0;0;7412.48;11666.8;13586.7;16833.3;3202.3;4608.27;0;0;5245.47
368	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5802.318846	5805.914077	2	69.4757	69.7976	19.3173	69.7976	84366.6	43692.1	814869	5	7	3	0.86766	0.381923180479788	7103.91;33570.6;43692.1	0;0;12077.1;10252.4;21111.3;16271.4;13934.8;0;6723.62;3996
369	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	7227.975971	7232.483850	2	70.4412	70.6342	11.5783	70.4412	77426.8	43602.3	448237	6	10	4	0.866001	0.311363402783831	15394.7;28207.6;0;18420.4;15404.1	0;0;3874.66;11382.6;14120.1;8782.64;13080;18001.7;0;3733.7;4451.43
370	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4609.017446	4611.888918	2	68.5114	69.5401	61.7202	69.5401	64485.9	43516.4	1.99004e+06	4	7	4	0.914889	0.421903909231955	20969.5;13741.4;21989;7786.04	0;4746.9;13392.7;22382;11703.9;5850.75;6409.63
371	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4883.823065	4886.874266	3	66.1973	67.4183	73.2598	66.1973	102280	43450.3	2.19893e+06	4	6	3	0.851505	0.432827915184565	8435.42;79843.1;14001.6	0;5157.48;12592.2;30977.7;26678.6;4324.3;17591.6;4958.25
372	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5388.177660	5391.522115	2	70.5698	71.0197	26.9934	70.5698	77170.5	42925.9	1.04155e+06	6	8	3	0.917501	0.494758914683188	61206.1;8162.82;7801.55	4210.22;0;15114.5;15585.3;16050.6;15951.6;5003.94;4808.19;0;4656.4
373	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	7333.402458	7337.972106	2	70.5698	71.4053	50.1297	71.4053	80212.8	42895.4	2.01052e+06	8	9	2	0.920764	0.594018244501329	37317.4;42895.4	0;3287.56;5487.51;8329.45;16299;10556.8;17596;13382.5;5274.1
374	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5147.819621	5151.025149	2	67.6753	68.5114	50.166	67.6753	61854.5	42504.9	1.5515e+06	4	5	2	0.852865	0.704867796555524	6296;55558.5	0;0;9613.44;18452.7;17143.9;16644.4
375	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	3780.804685	3783.101648	3	66.9688	68.4468	88.6818	66.9688	73994.3	42136.7	2.76935e+06	3	7	4	0.856703	0.678610462423748	7144.21;35784.9;24136;0;6929.16	3723.8;6811.1;17291.1;27808.4;13950.6;1610.84;3597;0;2925.16
376	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5177.529717	5180.746980	2	67.611	68.5757	57.883	68.5757	72438.6	41987.3	2.09648e+06	5	7	3	0.888923	0.415704042891582	42216.3;13685.5;16536.8	0;0;12689.6;20619.9;15048.5;9902.25;7095.77;0;0;7082.62
377	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4082.053922	4084.625228	2	68.5114	69.2184	42.4207	69.2184	51095.1	41503.6	1.08374e+06	4	6	3	0.890354	0.475140263671204	9274.32;23517.8;18303	0;7798.67;9046.8;11805.1;13250.3;4802.72;0;0;0;4391.43
378	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	6730.027715	6734.253977	2	71.0841	71.4053	19.2753	71.0841	68482.9	41146.6	660015	7	9	3	0.861389	0.332811129191572	14228;42862.2;11392.7	0;3667.13;0;9418.44;13174.1;18962.4;12529.9;10730.8
379	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5810.324930	5813.920161	2	68.5114	69.669	69.4555	68.5114	68049	40999.5	2.36319e+06	6	10	5	0.862441	0.413085920265686	29279.4;11720.1;12041;10300.4;4708.06	7010.13;2070.06;2707.49;14599.3;16928;16628.3;6900.81;3130.47;0;3569.69;0;1514.94
380	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5862.662564	5866.297812	2	66.1973	66.647	26.9833	66.1973	69314.2	40914.9	935163	7	8	2	0.905176	0.509363496001994	17306.2;52008	0;0;7684.87;16489.3;14973.7;16504.2;4571.36;5960.38;0;0;3130.45
381	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4588.459135	4591.330607	2	68.4468	68.7684	19.2925	68.7684	59339.1	40288.3	572400	5	7	3	0.907103	0.44970004372961	16971.4;23316.9;19050.8	0;5522.07;12012.9;14601.4;5714.86;10038.6;7637.72;0;3811.6
382	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4507.299522	4510.111637	2	70.119	70.5698	27.0473	70.119	60987.8	40086.9	824778	5	6	2	0.910574	0.364223805953593	39967.5;21020.3	0;3704.6;18191.1;11741.9;10495.7;6820.62;5959.88;0;0;4073.94
383	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	2801.860348	2803.589290	2	68.7042	69.3469	38.5616	68.7042	60134.6	39375.3	1.15944e+06	3	4	2	0.859162	0.607385737764665	39375.3;20759.3	0;16814.9;25512.1;12430.1;0;2705.92;0;2671.65
384	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4948.305217	4951.396356	2	68.3823	68.9614	34.7448	68.3823	78377.5	39302.6	1.3616e+06	6	8	3	0.893003	0.580502833132112	15000;51694.2;11683.3	0;3713.16;14271.2;18561.2;13801.1;11817.7;2515.93;0;3908.49;9788.73
385	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4512.861784	4515.685482	3	67.5466	69.2826	104.161	67.5466	65663.9	38994.5	2.33614e+06	4	6	3	0.915299	0.610188464177878	14631.1;24076.3;26956.5	0;6174.73;14085.9;18218.2;18418;3368.22;5398.91
386	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	3528.488085	3530.646692	2	69.7976	70.9555	69.4712	69.7976	69054.6	38859.4	2.39866e+06	4	5	2	0.915411	0.685061424171423	47026.9;22027.8	3128.84;11525;20479.4;23739.9;8254.55;2742.73;2313.06
387	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	7640.903930	7645.680142	2	68.1891	69.0257	50.1966	69.0257	76927.4	38743.3	1.93075e+06	8	12	5	0.906459	0.434229730727056	27139.8;11603.4;14633.9;11021.4;12528.9	0;4129.63;0;7024.6;20583.3;13383.4;11431.4;12114.2;5472.78;0;0;2788.15
388	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	3258.340986	3260.345348	3	70.3124	70.9555	38.5866	70.9555	73641.2	38598.1	1.08493e+06	3	5	3	0.873485	0.674568960352955	6724.09;34963.9;31953.2	0;14584.8;20728.9;9917.81;14416.9;7268.63;6724.09
389	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4785.035370	4788.023587	2	68.8328	69.4757	38.5742	69.4757	60520.6	38545.7	1.16727e+06	4	8	5	0.939858	0.41589849000046	21974.8;14809.2;10187.5;7466.53;6082.5	2086.39;5570.28;10409.4;15998;14248.1;5350.09;5203.04;0;0;3741.59
390	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5539.026556	5542.458108	2	66.1331	66.7759	38.5703	66.1331	55327.6	38401.6	1.067e+06	6	8	3	0.86909	0.572589225792634	11372;9181.08;34774.6	0;3779.73;6174.41;9058.83;11266.9;8874.85;13027.4;0;3145.48
391	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4542.350916	4545.190471	2	67.6753	67.9965	19.2718	67.9965	63517.9	37562.8	612051	6	7	2	0.880923	0.664126317762676	49620.5;13897.4	0;0;17422.3;18043.2;12948.2;7670.52;4422.7;0;0;3010.87
392	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4454.218762	4457.003369	2	69.9263	71.0841	69.4674	69.9263	62527.2	37481.4	2.1718e+06	5	7	2	0.856915	0.629733263027501	37481.4;0;25045.8	4685.72;2663.53;8509.89;15461.8;16271.6;12056.7;5135.99;2427.7
393	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	2965.818985	2967.639492	2	66.4541	67.3541	53.9995	67.3541	48099.5	37038.9	1.29867e+06	2	4	3	0.870024	0.776947427491619	7496.43;29542.4;11060.6	0;10717.7;17884.7;11017.1;8479.94
394	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5655.785344	5659.291217	2	68.9614	69.669	42.4549	68.9614	72237.3	36762.9	1.53341e+06	6	8	3	0.90117	0.356189798107771	20854.5;36084.2;15298.6	3881.14;4046.71;9809.65;9338.77;14226.9;17789.3;9371.46;2862.35;4792.07
395	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	7110.027587	7114.470295	2	67.0974	67.9965	53.9468	67.9965	59654.9	36671	1.6091e+06	8	10	3	0.87198	0.620108873263143	42594.5;4892.37;12168.1	0;0;0;9263.85;16061.4;16150.1;15308.7;2870.96
396	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5013.689371	5016.818246	2	70.0548	70.7628	42.4797	70.7628	64581.8	36567.3	1.37171e+06	5	6	2	0.886974	0.500300181922983	24882.5;39699.3	0;0;14158.5;20357.6;19265.1;4864.9;5935.59
397	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4671.808658	4674.742341	2	66.5828	67.3541	46.2807	66.5828	72905.4	36525.4	1.68706e+06	5	8	4	0.924474	0.279466570035023	36525.4;20970.9;12523.5;2885.57	0;5027.77;15246;15500.6;14317.6;10262.6;9057.69;0;0;3493.15
398	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	2876.751498	2878.519376	2	69.4757	70.6986	73.377	69.4757	62577	36159	2.29585e+06	3	4	2	0.867775	0.552669258414806	53336.1;9240.92	0;20486.9;21066.4;21023.7
399	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	3732.061796	3734.335575	2	70.6342	71.4699	50.1403	71.4699	58688.8	36015.5	1.47134e+06	3	5	3	0.867337	0.704492102882758	8159;27856.5;22673.3	0;7375.84;17154.8;20135.9;14022.3
400	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4523.421614	4526.245311	3	68.1249	69.1542	61.7576	69.1542	73770.2	35935.8	1.44821e+06	5	5	1	0.926163	0.613131770293923	73770.2	0;5261.38;20321.6;17319.8;19093.5;6337.79;5436.09
401	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5698.534559	5702.068729	3	66.8403	68.1249	77.0763	68.1249	123001	66207.2	2.54579e+06	6	10	5	0.906641	0.386073281519209	45582.5;35002.9;33910;5588.49;2917.07	0;0;20869.6;20895;25968.3;15081.3;10995.3;9713.74;2884.93;0;6671.41;9921.28
402	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	3517.962763	3520.121370	3	66.1331	67.2898	69.407	67.2257	103759	35292.5	2.44149e+06	3	5	3	0.858939	0.886877551470563	52221.1;31993.2;19544.5	3361.71;14318.5;26584.3;38073.7;21091.4;0;0;0;3690.9
403	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4540.470423	4543.309978	3	67.3541	68.4468	65.5625	68.4468	83063.9	35199.9	1.9955e+06	4	7	4	0.868227	0.68254676855993	7406.29;5094.85;48611.9;21950.9	0;5094.85;15117.2;15285.9;24601.2;14806.6;5009.15;3149.01
404	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5365.855084	5369.187899	2	68.8328	70.0548	73.3232	68.8328	69114.6	34952.8	2.53386e+06	6	9	3	0.92195	0.434822414284449	34952.8;0;20097.2;14064.6	0;4338.22;9647.9;18259.8;20609;7638.56;5943.12;0;0;0;2678.01
405	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	3600.851094	3603.049145	2	66.647	67.0974	27.0231	67.0974	41610.5	34605.8	562222	3	8	4	0.865139	0.664439786392806	18609.6;15996.2;0;0;1994.31;5010.42	0;5018.08;14335.8;12848.9;9407.77
406	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4881.568920	4884.620120	2	71.1483	71.5986	27.0218	71.1483	52493.8	34391.9	709238	5	8	4	0.861369	0.617254926911338	8626.12;25765.8;7877.04;10224.8	0;0;8641.38;11578.4;12222.4;6553.4;7470.88;2163.49;3863.9
407	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	7007.014972	7011.397567	2	66.9688	67.4823	30.8094	66.9688	63439.9	34369.5	977274	8	11	4	0.899089	0.468325986290897	5891.25;32405.8;11798.2;13344.7	3456.64;0;0;11526;14655.7;13305.6;9279.54;5976.51;0;3825.17;2916.77;0;0;1954.57
408	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	2494.181374	2495.736452	2	68.5757	69.2184	38.5619	68.5757	65422.5	34083.3	1.26141e+06	2	4	3	0.861057	0.603476518678203	31339.2;20723.6;13359.7	4193.15;15841.6;23343;16917.3;3973.38;0;5347.21
409	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4265.299352	4267.984771	2	68.3178	69.4113	65.6146	69.4113	42159.1	33864.7	1.38313e+06	4	7	4	0.865631	0.443265832556089	8776.25;11460.5;13628;8294.36	2982.53;5453.76;4213.13;8996.14;11962.6;5498.01;3610.75;2424.71
410	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	5053.250430	5056.402207	2	69.8618	70.119	15.4319	69.8618	48106.5	33717.7	371186	7	8	2	0.883691	0.75490136581741	33717.7;14388.7	0;0;8774.42;13586.6;10492;3957.18;6626;4670.24
411	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	3871.570740	3873.920449	2	69.669	70.2479	34.7329	69.669	60684.4	33020.9	1.05387e+06	4	6	3	0.886614	0.716751640833871	27663.5;16105.7;16915.2	0;6760.5;14264.9;17483.3;9726.67;4733.86;0;4163.01;0;3552.21
412	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	1	4419.574465	4422.347453	2	66.9045	67.9965	65.5198	67.9965	53347	32950.1	1.74764e+06	5	7	3	0.888703	0.397685957509724	20396.9;16799.4;16150.7	0;5417.56;7850.29;16319.8;11782.7;2815.2;6184.03;2977.41
