Index	FileName	ScanNum	FeatureIndex	TargetDecoyType	RetentionTime	MassCountInSpec	AverageMass	MonoisotopicMass	SumIntensity	MinCharge	MaxCharge	PeakCount	PrecursorScanNum	PrecursorFeatureIndex	PrecursorMz	PrecursorIntensity	PrecursorCharge	PrecursorSNR	PrecursorMonoisotopicMass	PrecursorQscore	PrecursorQscore2D	PrecursorQvalue	IsotopeCosine	ChargeCosine	ChargeScore	MassSNR	ChargeSNR	AveragePPMError	RepresentativeCharge	RepresentativeMzStart	RepresentativeMzEnd	Qscore	Qscore2D	Qvalue	
27	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	1789.114534	1787.972626	178.426	1	1	17	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.902243	0.902243	1	0.410657	0.410657	0.93323	1	1788.967027	1790.995948	0.640971	0.640971	0
28	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	1802.024179	1800.882271	335.051	1	1	20	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.984363	0.984363	1	13.1503	13.1503	0.354571	1	1801.876891	1803.905114	0.945192	0.945192	0
29	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	1830.031295	1828.877650	330.784	1	1	19	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.981292	0.981292	1	11.9719	11.9719	0.235368	1	1829.871934	1831.901147	0.942047	0.942047	0
30	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	1847.071781	1845.902120	131.953	1	1	12	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.906436	0.906436	1	7.19914	7.19914	0.511007	1	1846.896696	1847.922715	0.745756	0.745756	0.0503568
31	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	1863.177632	1862.007971	193.286	1	1	14	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.907674	0.907674	1	1.90133	1.90133	0.300729	1	1863.001429	1864.031358	0.720198	0.720198	0
32	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	1873.136930	1871.955569	145.533	1	1	16	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.94897	0.94897	1	12.7641	12.7641	1.2268	1	1872.954867	1874.979186	0.874073	0.874073	0.00970874
33	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	1901.143316	1899.950270	759.559	1	1	25	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.995559	0.995559	1	2.35699	2.35699	0.433844	1	1900.943231	1903.977889	0.942579	0.942579	0
34	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	1918.193692	1916.975816	88.9673	1	1	11	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.889499	0.889499	1	14.132	14.132	0.337287	1	1917.970695	1918.996721	0.704053	0.704053	0.0723334
35	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	1929.163053	1927.945177	774.351	1	1	25	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.995199	0.995199	1	13.6815	13.6815	0.429333	1	1928.940980	1931.972349	0.955589	0.955589	0
36	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	1936.261135	1935.043259	232.712	1	1	17	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.895263	0.895263	1	0.737679	0.737679	1.11311	1	1936.043250	1938.069586	0.607989	0.607989	0
37	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	1991.246871	1989.991893	97.1165	1	1	11	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.880295	0.880295	1	1.29757	1.29757	0.297513	1	1990.985334	1992.012542	0.580763	0.580763	0
38	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	2004.743366	2003.488388	75.6584	1	1	10	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.886136	0.886136	1	0.847481	0.847481	0.47379	1	2004.486403	2005.508108	0.592796	0.592796	0
39	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2048.301249	2047.021167	554.046	1	1	30	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.991121	0.991121	1	11.9106	11.9106	0.609305	1	2048.013836	2052.052335	0.949109	0.949109	0
40	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	2052.700540	2051.420458	71.849	1	1	10	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.871218	0.871218	1	0.788665	0.788665	0.240121	1	2052.416031	2053.441511	0.524559	0.524559	0
41	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2065.339527	2064.045684	266.875	1	1	18	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.975415	0.975415	1	12.2104	12.2104	0.208939	1	2065.039665	2067.071364	0.935415	0.935415	0
42	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2076.309421	2075.015578	490.255	1	1	24	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.989757	0.989757	1	13.9886	13.9886	0.392188	1	2076.008344	2079.043792	0.950968	0.950968	0
43	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	2086.420635	2085.126791	104.808	1	1	10	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.873969	0.873969	1	1.58012	1.58012	0.586765	1	2086.124751	2087.147342	0.540290	0.540290	0
44	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2093.348227	2092.040910	581.584	1	1	35	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.970776	0.970776	1	8.56729	8.56729	0.809082	1	2093.036645	2098.069653	0.917182	0.917182	0.00970874
45	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2105.350049	2104.042733	106.389	1	1	14	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.975059	0.975059	1	70.2138	70.2138	1.83431	1	2105.036292	2107.069987	0.936083	0.936083	0
46	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2122.385900	2121.067083	305.276	1	1	17	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.971138	0.971138	1	12.3985	12.3985	0.408125	1	2122.060700	2124.090110	0.927514	0.927514	0
47	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2133.355339	2132.036523	180.422	1	1	18	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.973004	0.973004	1	4.16721	4.16721	0.694956	1	2133.030834	2135.064309	0.913464	0.913464	0.00970874
48	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2150.403418	2149.062171	587.617	1	1	23	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.990895	0.990895	1	1.07635	1.07635	0.543039	1	2150.052658	2153.088520	0.930196	0.930196	0
49	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2179.443166	2178.088535	315.305	1	1	24	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.979776	0.979776	1	9.47956	9.47956	0.435837	1	2179.080915	2182.116799	0.935816	0.935816	0
50	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2207.448637	2206.082585	526.777	1	1	23	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.994575	0.994575	1	13.9683	13.9683	0.419875	1	2207.075785	2210.109366	0.955259	0.955259	0
51	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2243.858297	2242.465382	76.2175	1	1	10	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.85349	0.85349	1	0.667431	0.667431	0.21453	1	2243.460865	2244.487860	0.429643	0.429643	0.188522
52	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2293.505992	2292.065706	135.908	1	1	17	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.965566	0.965566	1	12.318	12.318	0.729626	1	2293.055815	2295.094309	0.914646	0.914646	0.00970874
53	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	2357.056388	2355.581207	844.002	1	1	17	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.903976	0.903976	1	0.487674	0.487674	0.383696	1	2356.576532	2358.611308	0.674107	0.674107	0
54	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2367.604584	2366.115111	252.231	1	1	22	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.978544	0.978544	1	12.1955	12.1955	0.607078	1	2367.107491	2370.141245	0.934969	0.934969	0
55	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	2394.107636	2392.606302	1154.36	1	1	22	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.862131	0.862131	1	0.408256	0.408256	0.48567	1	2393.601967	2396.638133	0.454395	0.454395	0
