FeatureIndex	FileName	MSLevel	MonoisotopicMass	AverageMass	MassCount	StartRetentionTime	EndRetentionTime	RetentionTimeDuration	ApexRetentionTime	SumIntensity	MaxIntensity	FeatureQuantity	MinCharge	MaxCharge	ChargeCount	IsotopeCosineScore	Qscore2D	PerChargeIntensity	PerIsotopeIntensity
64	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9188.309833	9193.987802	2	65.8212	66.9045	64.9997	65.8212	539095	450677	1.75205e+07	6	8	3	0.874864	0.591083230786578	165825;315364;57904.9	56192.7;0;51376.9;0;59488.6;80414.8;99657.1;59744.2;56701.7;43630.4;43705.6;37326.4;7048.84
65	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9205.326328	9211.004297	10	66.4541	67.868	84.8297	67.1615	1.66507e+06	423388	1.59373e+07	6	8	3	0.975995	0.961247961675662	586517;951005;127549	14542.1;24131.4;50217.2;121530;213428;275560;217519;243074;206800;127695;80041.3;36911.5;14480.1;38270.6;15414.6
66	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9062.320722	9067.912382	5	65.2283	66.9688	104.433	65.2886	1.20287e+06	402959	2.14431e+07	7	10	4	0.92807	0.729774348424562	286166;755783;207277;28562.2	13809;44778.1;42770.2;121366;94949.5;144107;144556;143764;161107;122722;72631.9;7021.11;17154.5;39346.3;46599.2
67	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	12070.003996	12077.572692	9	70.6986	71.6629	57.8558	70.7628	2.25367e+06	355184	1.29628e+07	7	9	3	0.96798	0.999878632161615	359538;1.75359e+06;140544	0;0;7801.75;65839.5;79949.8;148789;313188;302171;333170;311671;237068;203651;149388;49436.9;43875.1;0;7672.94
68	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9261.330680	9267.036494	4	66.0689	67.1615	65.554	66.0689	838884	353645	7.74549e+06	6	9	4	0.939747	0.966021762185565	90468;353351;245768;149297	31940.5;11250.1;53799;46000.8;77616.9;107003;124626;103546;80265.1;80137.5;52966.7;67353.8;15251.4;7886.01;11181.2
69	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	13766.529013	13775.129139	2	66.8403	67.2898	26.9704	67.2898	629756	352856	8.4924e+06	15	23	9	0.882354	0.411723375116533	44641.2;51113.6;71641.6;92036.3;57410;101326;79677.8;83247;48663.5	0;4101.34;28086.1;20014.7;10916.5;27699.8;18688.7;67101.8;62299.9;70963.4;72561;45117.4;20599.3;15611.7;39636.7;18366.5;15028.3;20012.6;42253.1;30697.7
70	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	12069.005176	12076.573873	2	70.6986	71.5342	50.1348	71.5342	494473	323442	1.23952e+07	7	9	3	0.910357	0.868134187078127	75038.8;353920;65514.9	0;0;0;0;8212.37;24680.3;40587.8;81085.6;83240.6;74167.7;40816.9;55544.3;38404.7;21406.1;17575.3;8751.84
71	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	13765.514584	13774.114710	3	67.0331	67.6753	38.5293	67.0331	673303	316011	7.7043e+06	16	28	14	0.950927	0.752631672000571	25751.3;27313.3;31104;19036.3;72459.5;84917.4;101430;86518.4;111966;49133.1;35189.5;19816.6;8668.13	0;2724.35;17073.9;9086.02;13919.4;29117.7;48248.8;62254.6;78600.4;74903;60111.1;79379;60515.5;21513.8;31525.6;26165.6;19135.8;13974.8;17583.4;7470.32
72	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	11298.384002	11305.396720	4	66.1973	66.8403	38.5838	66.1973	1.03729e+06	299138	9.78238e+06	13	23	13	0.928773	0.989536082616165	89168.6;53843.8;98165.4;195000;172051;168743;120185;137455;68542;35954.1;7880.42	11482.9;6515.47;6118.25;23051.3;40299.4;70649.7;120623;146536;181110;129356;107965;68206.6;42823.2;32927.5;39042.3;6256.57;15812.5
73	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9285.360348	9291.077863	3	65.8212	66.5828	45.6979	66.5184	725288	258553	1.12573e+07	6	10	5	0.915525	0.879949980521254	234285;53249.4;199394;207052;31306.4	16191.3;0;38247.7;33984.5;86479.6;78996;101441;86855.6;131369;82013.8;36302.9;6648.61;20389.2;15150.1;7409.8
74	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4864.657342	4867.708542	5	67.611	67.868	15.4192	67.7394	659136	244807	2.23698e+06	5	7	3	0.920625	0.999800795437947	131375;365478;162284	0;31847.4;124172;116953;138455;102241;65602.3;31187.3;12704.3;17284.1;18689.2
75	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7205.683501	7210.179722	2	65.7014	66.1331	25.9014	65.7014	324339	244456	4.20042e+06	5	8	4	0.916122	0.517168046010215	47576.9;80094.7;114890;81777.6	0;0;14973.4;57068.7;70600;49622.4;42432.4;35137.4;54504.5
76	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9375.346527	9381.237647	2	65.4333	66.3256	53.5421	65.4333	339459	226876	9.08767e+06	6	9	4	0.857157	0.653674391589257	26197.2;25077.1;249283;38901.8	0;0;0;0;47030.3;47508.7;34096.8;55980.5;47375.2;30674;10656.5;40202.8;0;25934.5
77	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9310.437173	9316.179724	4	65.2886	66.5828	77.6545	66.5184	527203	211642	7.95881e+06	7	10	4	0.927517	0.791048718894947	51019.1;129991;291657;72909	4477.35;9144.53;8346.23;42960.3;31916.5;103267;95487.2;91404.3;73986.8;25186.1;7418.93;0;28944.1;9140.84
78	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5581.636084	5585.079193	2	65.2886	65.5738	17.1135	65.5738	337275	202032	2.88597e+06	6	7	2	0.912694	0.847518307082209	152268;185007	13247.3;22396.6;31671;73856;58359;52861.9;53676.5;0;6728.8;7404.57;8732.13;21588.9
79	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5650.692130	5654.198004	4	66.3899	67.7394	80.969	66.3899	340364	163149	4.55484e+06	5	10	6	0.876664	0.633985232240576	10645.5;83289;88030.9;70550.2;55450;32398.9	17939.9;2925.09;23559.1;88193.6;95316.2;40384.9;32009.7;8695.42;14665.9;18152.8;13890.1;2571.6
80	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9245.337726	9251.043540	4	66.7759	67.7394	57.8093	66.7759	459283	150935	6.46086e+06	6	8	4	0.946002	0.862577061414492	45829.9;295540;136959	10599.8;16451.1;7377.67;39129.9;48698.7;51664.7;70717.3;51609.3;56621.8;46055.9;33689.7;9771.65;19215.6;0;8279.98
81	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9107.357215	9112.983819	5	69.8618	71.5342	100.342	71.5342	505256	146376	1.00533e+07	7	10	5	0.939007	0.760969497099953	92426.8;260902;141862;38077.1	8427.17;0;20630.8;9199.07;81050.4;89256.9;92243.6;83084.6;70224.2;30686.8;0;9592.55;7895.71;0;11390.8
82	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9364.377125	9370.268245	4	68.8328	69.3469	30.8468	69.2184	465190	142446	3.67436e+06	6	9	4	0.9518	0.921545534549406	14136.5;173141;210775;67137.2	15224.9;10183.9;6962.2;21020.1;53848.9;83677.1;92825.6;75529.3;48988;52135.6;7446.68;0;0;6766.11;5806.68
83	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7203.231886	7207.728107	2	66.011	66.3256	18.8811	66.011	185988	133558	1.75583e+06	7	9	3	0.886791	0.574910443183485	76652;96838.4;12498	0;0;26957.1;6471.1;32539.3;35532;26724.6;30132.4;15161.5;12470.2
84	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7604.209370	7608.957372	2	65.7014	66.7114	60.6047	65.7014	147449	126391	4.46806e+06	8	9	2	0.854251	0.297197095207249	77304.4;70144.8	0;0;0;20157.5;33889.9;18601.7;42454.6;19924.1;0;0;12421.4
85	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9260.344559	9266.050372	5	66.2613	67.1615	54.0111	66.2613	480951	123526	4.98834e+06	6	9	4	0.924915	0.80929020131333	21807.1;140706;249982;68454.8	11716.9;11660.3;13421.6;16247.8;55198.4;80920.2;55913;99998;59192.9;40284.4;12331.9;18153.3;6596.12;0;11032.8
86	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2772.288421	2773.996838	2	65.9476	66.1973	14.9776	65.9476	163912	122910	1.22751e+06	3	4	2	0.880503	0.38799140771204	152935;10976.8	0;66080.3;51606.3;46225.6
87	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5955.509896	5959.194108	2	71.0197	71.341	19.2793	71.341	162515	120112	1.56659e+06	4	6	3	0.907806	0.704157011591864	102865;31665.6;27984.6	0;10271.4;8233.3;39895.9;35658.9;28028.4;30159.2;10267.9
88	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2565.077540	2566.679356	2	65.7014	65.9476	14.7766	65.9476	190244	117596	1.40558e+06	3	3	1	0.86656	0.746202441066555	190244	0;77593.2;62821.6;49829.4
89	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	8405.428707	8410.635302	3	68.0607	69.7976	104.217	68.7684	293201	113805	1.07838e+07	6	10	5	0.920948	0.429946253492525	16894.9;57068.6;87372.2;111255;20609.8	7522.31;0;11352.2;19256.1;52159.1;63000.2;46544.1;17448.5;45750.5;13002.9;6917.37;0;0;10371.1;7398.6
90	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7355.267281	7359.850917	3	65.5738	67.4183	110.669	66.647	184735	99624.2	7.91556e+06	7	11	5	0.911467	0.62562308128254	61740;39012.4;36116.8;32198.6;15667.5	11688.9;0;6605.35;21274.6;29270;38605;35706.3;20416;9371.51;9304.76;0;0;6688.48;7493.26
91	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9120.354342	9125.994682	2	68.8328	69.9263	65.6104	69.9263	192291	98144.7	6.30815e+06	7	9	3	0.902465	0.563594894180892	61233.3;92524.2;38533.5	0;16467.1;0;19114;13592.7;23615.9;29889.5;30690.5;31456.1;8156.09;7532.88;5873.11;5903.12
92	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6998.927026	7003.309621	2	70.5054	70.7628	15.4414	70.7628	127591	96009.2	985092	9	10	3	0.902079	0.77803433036275	60962.7;88815.8	0;0;5010.75;18575.4;19566.1;32163.5;18874.2;9667.14;12282.8;0;3002.71;6159.48;2288.65
93	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7204.616953	7209.113174	4	69.4757	71.4053	115.779	71.4053	293221	92251.3	8.1922e+06	5	11	7	0.896758	0.32002706587676	18982.9;32156.1;91345.9;85442.7;48098.4;9256.04;7938.87	20476.1;0;10227.2;47686.3;40085.8;54681.5;56111.4;37378.8;0;12061.7;19160.6;8563.29;7264.37
94	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6374.281369	6378.198526	2	67.611	68.3178	42.4067	68.3178	113075	91746.6	2.39757e+06	6	9	4	0.86198	0.55515991652051	13943.9;45175.3;50474.5;24070.2	4438.88;3235.45;9572.96;11707.6;23583.5;24692.5;7855.6;11183.1;0;13965.2;2912.96;4366.44
95	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6071.967808	6075.717846	4	69.0257	71.5342	150.508	69.9263	276039	91611.6	1.11906e+07	4	9	6	0.947277	0.686398691813795	7002.66;74803.7;104464;53739.9;10553.4;25474.5	0;12401.9;27201.6;46078.3;55122.4;48799.5;28754;26562.5;12294;12668;6156.47
96	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7756.228495	7761.065587	2	71.2769	71.4699	11.5811	71.2769	136392	89198.5	789786	8	10	3	0.875243	0.433953049639166	32645.1;43748.6;59998.5	0;0;8034.56;15540.9;15994.1;19402.7;28987.4;16605.3;5413;0;14779.2;0;11635
97	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5778.492171	5782.075541	2	70.5698	71.5986	61.7287	70.5698	163743	87578.7	5.05382e+06	6	9	4	0.852516	0.309779478032682	42056.1;58036.4;49115.9;14534.3	2779.63;7009.95;11920.2;34341.3;15008.5;31374;17041.9;14663;3703.39;16743.4;8461.3;3475.82
98	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5945.514831	5949.199043	2	69.3469	69.9263	34.7636	69.9263	168888	86247.5	2.93558e+06	4	6	3	0.8716	0.471215710044485	68141.5;60115;137549	0;0;23643.6;30125.3;36041.9;35029.3;7166.68;8503.42;0;0;6141.05;22236.9
99	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7089.730025	7094.172733	2	70.8269	71.341	30.8449	70.8269	135645	84858.6	2.09198e+06	7	12	6	0.913981	0.311772643313774	20874.9;27880.6;40882.7;36946.5;14227.1;5365.84	0;11357.9;3454.19;26485.5;14638.8;27793.2;22845.4;10342.4;7380.25;11347.6
100	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5648.174779	5651.680652	2	68.0607	69.1542	65.6142	68.0607	112774	84558.3	3.69979e+06	5	9	5	0.897314	0.581512824110898	7782.7;22436.1;47826.4;19840.6;14888.1	0;12006.4;8030.03;16048;24907.9;14817.9;14047.8;9005.73;0;7782.7;4133.87;1993.55
101	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5124.998605	5128.189977	2	66.3256	66.7114	23.1482	66.3256	138010	84193.7	1.59735e+06	4	8	5	0.865684	0.526894599462658	12585.5;49300.8;28226.7;33886.8;14010.3	2414.88;8514.19;12656.2;24638.1;25845.4;19208.4;18840;4814.39;6722.03;2726.81;14044.6
102	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5760.689266	5764.256280	2	69.7976	70.4412	38.6179	69.7976	107446	83049.3	2.07467e+06	5	7	3	0.905734	0.489834087691349	16301.7;39495.8;51648.4	0;5387.51;10923.1;19427.4;26141;16329.5;6421.27;14932.9;0;0;3905.29;3977.8
103	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7082.868175	7087.297196	2	71.2126	71.4053	11.5625	71.4053	163049	82923	942626	6	9	4	0.881533	0.388908717559066	20706.5;48978.1;54929.2;38435.3	3369.89;0;0;23992.9;33235.7;40370.3;21431.7;15965.2;0;10447.9;10364.6;0;0;7240.72
104	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3766.797663	3769.094626	2	66.1973	66.7114	30.8505	66.7114	100113	81021	1.54427e+06	3	7	5	0.854247	0.671240342364883	11642.5;21351.9;17268.8;30757.7;19092.1	3761.55;6461.91;33235.9;19730.5;25812;4462.81;6147.85;1866.38;0;2395.76
105	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6365.888973	6369.806129	3	69.2184	70.7628	92.6639	69.2184	190166	78720.1	6.07034e+06	6	9	4	0.888998	0.498480965729414	17892.2;69484.2;38176.5;64613.2	0;0;18084.1;26886.5;46013.7;26760.2;33801.7;5514.46;4612.81;5257.38;8477.14;14758.1
106	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6263.750894	6267.614572	2	69.2826	70.2479	57.9136	69.2826	147897	78508.7	4.28263e+06	6	10	5	0.911477	0.547905046989098	33292.9;33277.8;37412.1;27040;16874.5	1860.87;6279.05;13455.8;21161.2;23251.8;16308.5;25005.6;14370.8;6751.43;7901.84;7609.88;5801.35
107	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4561.667175	4564.506730	3	68.8973	69.7976	54.0204	69.4757	143990	77593.1	2.97392e+06	4	6	3	0.884593	0.673080513102366	95872.9;27300.4;20816.8	0;4462.72;34722.9;30362.8;36472.6;12436.8;4608.7;6752.17;5572.33;8599.16
108	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	8072.771092	8077.788094	2	67.4183	67.868	26.9826	67.868	121320	77032.5	1.63677e+06	8	10	3	0.906717	0.374594118294942	88654.3;17195.4;15470.6	0;0;0;14846.7;13946.6;26982.2;20743.3;10981.8;13716.6;9627.16;0;0;5808.66;4667.37
109	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5820.417461	5824.024548	2	65.4333	66.3256	53.5421	65.4333	91009.4	75450.3	2.43642e+06	5	9	3	0.898162	0.533051734429863	15520.7;59929.6;0;0;15559.1	0;0;10285.2;31370.8;18772.2;17399.5;13181.8
110	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	8673.026073	8678.409239	2	69.669	70.5054	50.1877	70.5054	108827	74494.5	2.73089e+06	7	9	3	0.878444	0.546976275930753	19475.5;39006.3;50345.3	7350.63;0;0;5961.62;15578.1;20205.2;18312.9;18304.3;13868.8;0;0;9189.97;0;0;7406.4
111	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5143.371804	5146.577332	2	68.7684	69.669	54.0356	69.669	130809	73748.2	3.53416e+06	5	8	4	0.89737	0.381990580569583	26286.6;53548.5;35312.8;15660.8	0;16340;8744.68;33002.5;26665.4;25225.8;5804.59;7892.41;7133.31
112	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5742.508111	5746.075125	2	65.6377	66.1973	33.5769	65.6377	90791.8	73660.6	1.52426e+06	6	8	2	0.868773	0.528636931145998	73660.6;0;17131.2	0;0;12379.4;18034.4;29297.8;18970.2;4165.7;0;0;0;0;7944.22
113	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5994.527054	5998.237313	5	69.2184	71.1483	115.791	69.2184	234941	72349.7	4.57694e+06	4	12	8	0.880204	0.854231087667595	165284;8037.51;26588.9;15373.2;0;5874.94;5445.26;4543.66;3794.03	0;11648.9;14195.3;44161.1;57003.9;47752.4;53362.6;6816.95
114	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5066.073530	5069.239501	2	69.4113	70.3767	57.9199	70.3767	101308	72309.4	2.93387e+06	5	8	4	0.905726	0.392542241445081	16220.7;26427.1;50690.4;7969.68	7862.78;4612.51;15815;24892.3;14767.9;23580.9;9315.82;2198.78;0;2077.85;4046.81
115	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3969.344345	3971.777948	3	68.8973	69.8618	57.8732	69.8618	187068	71241.7	3.52925e+06	3	6	4	0.851954	0.734717421540914	18355.4;69482.5;76128.2;23101.6	0;11756.4;47198;54318.6;20776.8;25670.2;5607.04;0;15806.4;5934.13
116	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6921.798652	6926.141586	2	67.9324	68.3823	26.9978	68.3823	117662	70776.4	1.58831e+06	7	9	3	0.901011	0.675327591426563	79596;14288.4;23777.8	0;4371.31;4076.25;12875.7;23879.1;29320.6;16759.7;11553.8;0;6829.44;0;3878.33;4118.09
117	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6677.676264	6681.878873	2	68.5114	69.6043	65.5768	69.6043	97924.8	70549.9	3.2108e+06	5	7	3	0.895531	0.636199399697776	6062.22;22300.8;69561.8	0;0;5328;17158.3;19700.9;15530.7;21979.1;6825.96;0;6062.22;0;0;0;5339.63
118	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5345.762477	5349.079293	2	65.5738	66.7759	72.1269	65.5738	90046.2	70155.3	3.24737e+06	5	8	4	0.879407	0.563048990637394	17023.8;23107.4;30024.1;19890.8	0;0;18548.3;20897;13919.2;10961.3;15783.8;0;9936.55
119	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6456.422267	6460.387595	2	70.2479	70.4412	11.6028	70.2479	105039	70107.1	609372	6	8	3	0.86242	0.506511380771632	28425.8;56885.5;19727.9	0;0;9026.91;23695.8;9541.08;19256.2;16303.6;17749.3;0;4103.4;5362.87
120	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5889.483763	5893.130844	2	69.1542	69.4757	19.2855	69.1542	105259	69718.8	1.01498e+06	6	9	4	0.858198	0.317171362639601	14874.8;45767.3;36748.6;13556.2	5347.39;3944.13;13177.1;20660.8;12545;8641.91;18579.9;13483.2;14226.7
121	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6612.822651	6616.910528	2	68.9614	69.669	42.4549	69.669	95781.3	69666.1	2.03319e+06	6	9	5	0.887728	0.510892268802207	8246.97;17156.4;14891.7;55486.2	2124.87;10429.5;6004.97;6779.88;19929.9;21670;11670.2;11985.6;3728.76;0;0;3582.55
122	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6006.475503	6010.185763	2	70.8269	71.4699	38.5769	70.8269	93054.3	69190.6	1.79487e+06	4	7	3	0.885121	0.538474718907436	50947.2;18243.4;0;23863.6	0;0;12218.8;20333.2;22816.6;24978.9;0;4676.13;8030.62
123	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7811.288805	7816.151996	2	70.5698	70.8912	19.2817	70.8912	112971	69147.5	1.08913e+06	7	10	5	0.857915	0.3545021624398	16719.5;34421.4;30535;31294.7	0;0;0;3944.83;27677.4;22102.3;19776.5;12510.9;3639.22;9030.98;11682.5;2605.86
124	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7058.348744	7062.766167	2	68.7684	69.9905	73.326	69.9905	134764	69089.1	4.94084e+06	7	10	4	0.862748	0.350531159765628	35082.6;60152.1;14445.9;25083.3	0;0;7768.07;10942.4;26951.8;21447;12149.8;22523.9;2707.07;9937.27;5382.01;10473;0;4481.65
125	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5651.984693	5655.490566	2	67.4823	67.6753	11.579	67.6753	96789.6	66718.2	560364	6	8	3	0.915373	0.505119556062877	37290.1;44490.6;15008.9	0;11406.2;9903.73;21048.9;14284.6;23359.1;4417.77;8473.32;0;3895.99
126	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4505.687779	4508.499894	2	68.5757	69.1542	34.7115	68.5757	80620.6	66545.6	1.39923e+06	4	7	4	0.906278	0.571683621821197	21565.8;35259.2;9720.63;14075	0;11189.4;13200.7;15551;23848.2;7110.73;5781.6;3939.03
127	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5368.549590	5371.882406	2	69.4757	69.9905	30.89	69.4757	86372.3	66069.4	1.33402e+06	5	7	3	0.905187	0.337560693433945	33592.3;14441.8;38338.3	4914.94;5794.93;10079.3;17950.1;18086.8;10762.3;14441.8;0;9257.13
128	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5516.489651	5519.907295	2	67.8035	68.4468	38.602	68.4468	92248	65057.9	1.78048e+06	6	9	4	0.907089	0.321661275461376	23356.3;25671.5;30424.9;12795.3	2295.9;6407.39;10472.9;14502.8;19756.2;9760.04;8902.91;5074.94;10077.4;7293.39
129	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5344.063424	5347.380239	3	69.4113	70.6342	73.3724	69.7976	123253	64936.9	3.39768e+06	4	7	4	0.884944	0.757073850601504	7341.15;43773.8;51635.3;20502.7	5104.62;0;19247.5;27114.3;30693.5;29385.8;6736.1;0;10075.7
130	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4309.082065	4311.781163	2	69.7976	71.0197	73.3253	71.0197	83183.2	64859	3.04972e+06	3	6	4	0.859898	0.491505628166534	16000.6;18146.3;12645;36391.3	0;8238.09;18292.7;13036.8;7712.24;17858.5;7543.2;6946.49;0;3555.22
131	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7062.123193	7066.540616	2	69.8618	70.6342	46.3435	70.6342	99704.9	64671.9	2.31034e+06	7	10	4	0.854248	0.394340137644782	25686.9;38985;12639.9;22393.2	0;0;0;16030.3;24318.4;13236.8;25924;17657.3;0;2538.18
132	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4059.430297	4061.989811	2	70.8912	71.4699	34.723	71.4699	79148.3	64230.4	1.37413e+06	5	6	2	0.855679	0.723452096014606	27660.9;51487.4	5371.85;0;23824.4;28023.1;15645.5;7879.33;3775.91
133	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6560.920134	6564.936210	3	69.2184	70.9555	104.224	70.0548	137786	61907.6	5.21225e+06	7	9	3	0.915301	0.697861867484365	25547.1;88793;23446.3	0;0;13313;26715.1;20376.9;25993.1;28126.6;11695.9;4959.27;0;0;6606.59
134	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7898.238786	7903.155627	2	69.4113	70.3124	54.0607	70.3124	112250	61232.1	3.03417e+06	7	13	7	0.881377	0.416459156977224	8166.89;17959.5;8448.4;37548.7;21842.2;11240.6;7044.21	3125.38;0;0;15122.4;17921;22562.2;11210.1;27144.2;13124.5;5165.96
135	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6511.936455	6515.924901	2	70.6342	71.4699	50.1403	71.4699	102148	60909.8	2.56086e+06	6	9	4	0.850205	0.462867898890543	11384.4;32600.6;47153;11009.7	0;4113.38;0;15671.1;31580.7;18672.7;16906.5;5007.71;0;0;6892.07;3303.32
136	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6601.774728	6605.818268	2	70.8269	71.5986	46.3009	70.8269	90113.9	60905.1	2.08618e+06	7	9	3	0.851226	0.433329830440432	12679;31560.6;45874.4	3003.51;0;9897.02;10107.9;14615.3;24556.6;8756.24;18149.5;0;4031.39
137	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6464.266524	6468.243470	3	69.9263	71.2126	77.1802	69.9263	158017	60791.8	3.75381e+06	7	10	4	0.887777	0.605639301829827	18565.7;53008.1;47070.1;39372.6	0;6642.06;18875.5;20829.2;22678.3;46760.8;22284.6;4570.02;7414.59;0;0;7961.52
138	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4860.110312	4863.147658	2	69.6043	69.8618	15.4491	69.6043	104314	60220.4	805775	5	7	3	0.858702	0.48972413943079	25401.8;51320.1;27591.9	0;0;26896.5;29761.3;29997.5;0;12579.3;5079.19
139	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5719.109196	5722.664333	4	69.3469	71.4053	123.506	70.8269	164217	59999.5	6.10642e+06	4	8	5	0.894622	0.633213358494313	10088.9;38886.2;10130.6;59099.4;46011.7	2297.5;5362.36;11993.7;32108.2;26754.3;32682.2;21128.2;13915.4;5403.98;2723.37;8591.5;3553.53
