FeatureIndex	FileName	MSLevel	MonoisotopicMass	AverageMass	MassCount	StartRetentionTime	EndRetentionTime	RetentionTimeDuration	ApexRetentionTime	SumIntensity	MaxIntensity	FeatureQuantity	MinCharge	MaxCharge	ChargeCount	IsotopeCosineScore	Qscore2D	PerChargeIntensity	PerIsotopeIntensity
490	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	4396.615866	4399.377226	2	66.0433	66.1716	7.70038	66.1716	36750.3	18959.8	141496	5	5	1	0.925748	0.97160094384004	36750.3	647.182;2232.14;9125.06;10105;7810.39;4362.17;1229.98;617.247;0;1268.36
491	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	7884.762452	7889.665505	2	66.0433	66.1716	7.70038	66.1716	19602.5	12171.8	75473.4	7	8	2	0.945823	0.980162521849001	12704.9;6897.59	0;0;905.878;3036.91;2214.86;3477.1;2832.63;2406.96;1652.95;1889.65;711.425;0;474.148
492	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8829.250854	8834.713947	3	65.5232	65.6511	7.67662	65.5232	677975	482141	1.66453e+06	6	7	2	0.964775	0.999497421310242	14904.9;663070	9627.96;15621.1;33010.8;49722.6;75909;89415.4;102396;86524.3;75375.6;49738.2;37880.6;21542.7;17052.1;12335;11451.5
493	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8319.979299	8325.137742	2	65.5232	65.5873	3.84413	65.5232	177767	151468	341679	5	6	2	0.920485	0.99735544771525	2895.14;174872	1468.32;3450.63;6069.55;10209.1;18795.2;27090.4;33825;27411;18257.3;12767.6;9345.38;5169.45;2454.18;1789.11;1132.78
494	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8660.174530	8665.545833	2	65.4468	65.5232	4.58639	65.4468	155877	123462	357455	6	7	2	0.95531	0.996278379118583	136665;19211.7	1034.07;4046.6;8413.05;15163.7;16640;19996;21097.3;26061.6;15388.1;13829.2;6433.32;3374.94;4182.55;0;1250.23
495	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8032.831628	8037.823165	3	65.5232	65.6511	7.67662	65.5232	87677.3	66824.4	194022	5	7	3	0.946315	0.999605348358022	1879.8;79867.8;5929.72	558.841;921.266;3503.78;6390.3;14420.1;14407.5;14818.8;13037.7;8833.47;5799.18;3277.4;1209.55;1058.25
496	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8357.944943	8363.115028	2	65.5873	65.6511	3.8325	65.5873	82121.4	47173.1	157365	5	7	3	0.926299	0.995863494135022	1300.18;45872.9;34948.3	2059.47;1943.66;4170.86;6299.17;9115.85;8970.94;11292.6;10535.8;6960.2;7459.04;4570.22;3880.41;3176.06;2417.29;1329.23
497	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8355.981779	8361.151864	2	65.4468	65.5232	4.58639	65.5232	63714.9	40267.2	146111	6	7	2	0.925175	0.818245327710461	45108.3;18606.6	3385.23;3846.29;2013.85;6960.72;9049.25;6904.5;6895.01;10860.6;7496.1;2593.57;2629.95;1762.1;1264.96;657.516;780.47
498	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8375.969906	8381.151627	2	65.5873	65.6511	3.8325	65.6511	63757	34858.3	122174	6	7	2	0.92179	0.995589782134089	31463.2;32293.8	1683.47;3222.81;2776.81;4245.2;5761.37;8429.69;11599.9;7771.12;6548.82;4702.1;3180.52;2383.59;2050.84;1084.23
499	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8070.790897	8075.807899	2	65.5873	65.6511	3.8325	65.6511	61402.4	33356.9	117662	5	7	3	0.923886	0.995643420339864	682.62;38134.8;22585	1510.66;1263.64;2945.34;4847.05;6423.63;8591.2;8517.13;8401.34;6469.6;4410.21;3563.98;2063.3;1931.18;1974.81
500	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	9106.373597	9112.000201	2	65.4468	65.5232	4.58639	65.4468	56977.6	31187.9	130661	7	7	1	0.931743	0.986067357100879	56977.6	0;0;576.225;4917.59;6387.54;11257.8;9679.4;3646.7;6956.91;6817.02;3981.03;919.042;1384.6;0;453.712
501	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8088.823352	8093.854511	2	65.5873	65.6511	3.8325	65.6511	50647.1	29052.4	97052.3	6	7	2	0.962564	0.995595706107296	31879.6;18767.5	732.709;1389.67;3728.75;4697.59;7538.98;8030.84;7621.84;8870.36;4354.95;3416.06;998.011
502	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8145.911599	8150.968176	2	65.5232	65.5873	3.84413	65.5232	29584.6	23843.4	56863.5	6	6	1	0.922656	0.99096010417521	29584.6	0;0;1074.42;2581.58;3508.35;4464.82;5949.21;4382.75;3446.34;1393.76;2028.86;754.513
503	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8270.904193	8276.034943	2	65.5873	65.6511	3.8325	65.5873	32853.8	21322.5	62956	6	7	2	0.914846	0.949833426257592	17219.2;15634.6	871.351;1471.23;1100.27;2906.66;3265.42;5309.97;3522.02;4610.6;3702.67;3449.08;1212.62;0;1650.88;652.366
504	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8340.949155	8346.119240	2	65.5873	65.6511	3.8325	65.5873	32700.6	21189.9	62662.6	6	7	2	0.881642	0.851744524078431	21189.9;11510.8	859.92;1826.08;898.212;2760.85;2695.18;3786.31;4331.46;2653.13;3198.73;3015.85;1801.21;729.991;1750.03;1689.77;1563.83
505	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8976.314652	8981.866536	2	65.5232	65.5873	3.84413	65.5232	23768.4	16559.5	45684.4	7	7	1	0.913743	0.963905833133959	23768.4	435.401;0;0;1980.99;3110.08;3564.34;2211.52;4337.55;3484.53;2228.77;1052.34;0;895.368;511.74;391.197
506	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8182.874859	8187.954500	2	65.5873	65.6511	3.8325	65.5873	24461.3	14359.9	46873.9	6	7	2	0.909914	0.926253376098517	11329;13132.3	616.991;0;412.296;1851.85;3472.79;3813.43;4185.95;1988.56;2336.2;1877.52;1120.92;2048.42;753.568;599.8
507	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8288.932769	8294.075180	2	65.5873	65.6511	3.8325	65.6511	25834.7	13017.5	49505.8	6	7	2	0.94061	0.970577882102675	12817.3;13017.5	0;823.996;2128.59;2389.46;2752.53;2895;4023.15;2652.04;2340.98;1980.84;1614.02;1615.39;0;618.746
508	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	3645.978765	3648.204472	3	69.1285	69.2961	10.0563	69.1285	81605.6	50203.2	208463	2	5	4	0.864062	0.999818092665857	7454.22;7122.41;49052.8;17976.1	0;7966.92;20401.7;21549;15345.6;9428.65;4501.26;2055.35;357.082
509	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	3903.113525	3905.476699	2	69.1285	69.2961	10.0563	69.2961	27257.1	14989.2	137053	3	5	3	0.874173	0.957003821122378	1742.39;18105.6;7409.1	0;1765.58;8235.15;7117.91;5500.1;2789.04;1459.88;389.417
510	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8244.066149	8249.185234	2	69.1927	69.2961	6.2043	69.1927	18494.5	11386	57372.8	5	7	2	0.934874	0.986254954858869	11386;0;7108.5	0;0;1244.98;859.547;3696.42;3093.03;3739.19;2926.37;2243.49;691.487
511	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	4002.179028	4004.710499	3	69.1285	69.2961	10.0563	69.2961	16337.2	8714.79	48014.5	3	5	3	0.886501	0.998470651217351	2565.31;9524.21;4782.45	0;1584.15;3186.39;4766.54;3330.21;2433.57;662.936;0;373.44
512	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8073.962915	8078.979917	2	69.1927	69.2961	6.2043	69.2961	10392.5	7134.56	32239	5	7	2	0.873578	0.761839341694495	3257.91;0;7134.56	379.237;457.357;600.089;1006.7;1593.42;991.656;1771.62;2545.31;1426.3
513	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	3816.076995	3818.401349	2	69.1927	69.2961	6.2043	69.2961	8225.81	6807.55	25517.7	3	4	2	0.850631	0.983321759235159	1418.26;6807.55	0;845.337;2069.55;1521.13;2259.74;1080.43;449.621
514	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	3745.045193	3747.330570	3	69.1285	69.2961	10.0563	69.1285	12462.3	5997.35	34333.8	3	5	3	0.884079	0.996393673020845	1416.26;7361.45;3684.59	0;1963.92;2466.33;3173.17;2819.37;1499.32;0;0;540.196
515	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	3629.980091	3632.189816	2	69.1285	69.2961	10.0563	69.1285	8773.33	5921.51	44113.6	4	5	3	0.90149	0.857086588807714	5912.16;2861.18	0;1674.64;2232.52;1664.84;1968.92;1232.41
516	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	11054.670317	11061.544596	2	70.8013	70.9298	7.70983	70.8013	227252	160475	876036	7	8	2	0.970178	0.999163520165569	152314;74938.1	0;390.274;2822.58;6183.03;13619.5;26562.6;30830.8;31232.3;29759.4;29725.3;18972.5;14286.6;11703.2;6291.48;3739.78;1132.49
517	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	10041.177086	10047.452764	2	70.8013	70.9298	7.70983	70.9298	37476.1	26498.4	144467	6	7	2	0.948734	0.968284182611613	10977.7;26498.4	0;611.266;683.829;1093.55;2368.08;6364.65;5918.71;5340.77;4656.23;4551.24;3374.98;881.109;1631.7
518	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	9610.014949	9616.033522	2	70.8013	70.9298	7.70983	70.8013	37675	24901	145234	6	7	2	0.946419	0.98492012466241	19791.3;17883.7	0;466.278;0;1512.22;3280.86;7877.96;5848.04;5281.5;4194.15;3096.04;3133.41;944.577;1221.18;818.807
519	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	11070.652137	11077.538068	2	70.8013	70.9298	7.70983	70.9298	24138.1	15744.2	93050.2	7	8	2	0.94701	0.960462156191823	8393.9;15744.2	0;0;0;833.974;2229.93;2065.64;3101.94;2923.22;3441.62;3340.35;1154.81;1824.69;1701.8;390.044;0;745.589;384.464
520	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	3629.976607	3632.186333	2	70.8013	70.9298	7.70983	70.9298	18823.2	12183.8	72561.7	2	3	2	0.874267	0.998400156076626	6639.34;12183.8	0;2294.75;4819.91;4839.83;4320.81;1602.18;572.552;373.128
521	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	3800.085007	3802.395844	2	70.8013	70.9298	7.70983	70.8013	15367.7	9869.23	59241.2	3	3	1	0.866923	0.997628846921761	15367.7	0;1680.05;3203.83;4317.49;3315.49;1734.06;1116.8
522	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	5400.814704	5404.159159	2	70.8013	70.9298	7.70983	70.8013	12879.9	8832.85	49651	4	4	1	0.899832	0.96051551678818	12879.9	0;710.894;1476.9;2154.91;3422.82;1783.37;1773.56;432.817;330.609;794.046
523	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	3729.046461	3731.320241	2	70.8013	70.9298	7.70983	70.8013	9721.3	5630.27	37474.8	3	3	1	0.879523	0.99735003377022	9721.3	0;1035.31;2672.52;3013.52;1761.09;995.495;0;243.353
